checkingstatus,loanduration,credithistory,loanpurpose,loanamount,existingsavings,employmentduration,installmentpercent,sex,othersonloan,currentresidenceduration,ownsproperty,age,installmentplans,housing,existingcreditscount,job,dependents,telephone,foreignworker,prediction,scoring_timestamp
0.0,17.0,4.0,9.0,4185.0,0.0,0.0,34.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T11:08:20.709001
2.0,24.0,4.0,5.0,2741.0,1.0,0.0,47.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2022-03-05T11:08:40.709001
0.0,18.0,1.0,5.0,2273.0,3.0,0.0,22.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2022-03-05T11:09:00.709001
2.0,10.0,0.0,3.0,2323.0,0.0,3.0,52.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2022-03-05T11:09:20.709001
3.0,15.0,1.0,0.0,1394.0,2.0,0.0,34.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T11:09:40.709001
2.0,10.0,0.0,2.0,250.0,0.0,3.0,42.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:10:00.709001
3.0,30.0,3.0,8.0,6316.0,1.0,1.0,51.0,1.0,4.0,2.0,3.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2022-03-05T11:10:20.709001
3.0,23.0,4.0,8.0,1659.0,0.0,0.0,46.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:10:40.709001
3.0,28.0,4.0,7.0,7022.0,1.0,1.0,37.0,1.0,4.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T11:11:00.709001
3.0,8.0,4.0,5.0,2195.0,0.0,3.0,44.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,2022-03-05T11:11:20.709001
3.0,31.0,3.0,4.0,6500.0,1.0,1.0,41.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2022-03-05T11:11:40.709001
3.0,41.0,3.0,9.0,5657.0,4.0,2.0,50.0,1.0,5.0,0.0,0.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2022-03-05T11:12:00.709001
2.0,22.0,1.0,5.0,3711.0,3.0,0.0,48.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2022-03-05T11:12:20.709001
0.0,5.0,0.0,2.0,250.0,3.0,4.0,29.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:12:40.709001
2.0,9.0,4.0,3.0,250.0,3.0,3.0,23.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:13:00.709001
1.0,27.0,3.0,10.0,5932.0,0.0,1.0,34.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2022-03-05T11:13:20.709001
0.0,10.0,1.0,5.0,1981.0,3.0,0.0,28.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:13:40.709001
0.0,20.0,0.0,2.0,250.0,3.0,3.0,40.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:14:00.709001
3.0,45.0,1.0,0.0,3874.0,1.0,1.0,56.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:14:20.709001
3.0,37.0,4.0,10.0,6436.0,1.0,2.0,48.0,1.0,5.0,2.0,0.0,5.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2022-03-05T11:14:40.709001
0.0,6.0,0.0,2.0,3403.0,0.0,3.0,26.0,0.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:15:00.709001
3.0,33.0,3.0,0.0,6222.0,4.0,2.0,43.0,1.0,4.0,2.0,0.0,3.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,2022-03-05T11:15:20.709001
2.0,9.0,4.0,2.0,1050.0,3.0,0.0,38.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:15:40.709001
0.0,13.0,1.0,5.0,3728.0,3.0,3.0,31.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-05T11:16:00.709001
2.0,15.0,1.0,3.0,2011.0,3.0,1.0,30.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,2022-03-05T11:16:20.709001
3.0,24.0,4.0,3.0,6100.0,1.0,0.0,25.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:16:40.709001
2.0,15.0,1.0,5.0,374.0,3.0,3.0,56.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:17:00.709001
3.0,35.0,4.0,6.0,9096.0,4.0,1.0,37.0,1.0,5.0,2.0,3.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2022-03-05T11:17:20.709001
0.0,11.0,4.0,9.0,4246.0,3.0,0.0,48.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:17:40.709001
0.0,10.0,1.0,0.0,250.0,3.0,1.0,42.0,0.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:18:00.709001
1.0,21.0,1.0,2.0,2138.0,0.0,3.0,42.0,1.0,3.0,2.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T11:18:20.709001
3.0,25.0,3.0,5.0,7195.0,1.0,2.0,56.0,1.0,5.0,0.0,3.0,3.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,2022-03-05T11:18:40.709001
3.0,8.0,1.0,2.0,2099.0,3.0,0.0,33.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T11:19:00.709001
3.0,32.0,4.0,7.0,5613.0,0.0,0.0,51.0,1.0,3.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2022-03-05T11:19:20.709001
2.0,9.0,0.0,2.0,1928.0,3.0,0.0,47.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:19:40.709001
1.0,30.0,3.0,6.0,6353.0,1.0,0.0,60.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T11:20:00.709001
3.0,48.0,3.0,8.0,3785.0,4.0,2.0,61.0,1.0,5.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T11:20:20.709001
3.0,15.0,1.0,7.0,913.0,0.0,4.0,43.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-05T11:20:40.709001
3.0,32.0,4.0,1.0,6394.0,0.0,2.0,46.0,0.0,5.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T11:21:00.709001
0.0,17.0,4.0,10.0,3007.0,3.0,0.0,36.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2022-03-05T11:21:20.709001
0.0,10.0,4.0,0.0,250.0,3.0,1.0,54.0,1.0,3.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:21:40.709001
2.0,9.0,1.0,10.0,657.0,3.0,3.0,31.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:22:00.709001
2.0,12.0,0.0,3.0,250.0,3.0,3.0,58.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2022-03-05T11:22:20.709001
2.0,21.0,4.0,5.0,3273.0,1.0,0.0,39.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2022-03-05T11:22:40.709001
0.0,21.0,1.0,9.0,2219.0,3.0,3.0,48.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:23:00.709001
2.0,11.0,4.0,2.0,4693.0,3.0,1.0,23.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:23:20.709001
2.0,20.0,1.0,3.0,1468.0,3.0,3.0,32.0,0.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2022-03-05T11:23:40.709001
3.0,16.0,3.0,3.0,1973.0,1.0,1.0,45.0,0.0,4.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:24:00.709001
3.0,24.0,4.0,7.0,4842.0,2.0,2.0,64.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:24:20.709001
2.0,4.0,2.0,8.0,250.0,3.0,0.0,61.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:24:40.709001
3.0,37.0,1.0,7.0,5035.0,0.0,1.0,35.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:25:00.709001
3.0,32.0,4.0,3.0,9131.0,1.0,1.0,54.0,1.0,5.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2022-03-05T11:25:20.709001
0.0,17.0,4.0,5.0,2068.0,2.0,0.0,57.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2022-03-05T11:25:40.709001
3.0,28.0,4.0,1.0,7860.0,0.0,0.0,44.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2022-03-05T11:26:00.709001
3.0,41.0,4.0,8.0,4569.0,1.0,2.0,30.0,1.0,5.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-05T11:26:20.709001
3.0,35.0,3.0,5.0,6438.0,2.0,0.0,52.0,1.0,4.0,0.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T11:26:40.709001
2.0,13.0,4.0,3.0,403.0,3.0,3.0,33.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:27:00.709001
1.0,33.0,3.0,0.0,8503.0,1.0,1.0,53.0,1.0,5.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T11:27:20.709001
2.0,21.0,1.0,5.0,3384.0,3.0,3.0,52.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:27:40.709001
0.0,16.0,1.0,3.0,4328.0,3.0,0.0,33.0,0.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:28:00.709001
0.0,16.0,1.0,2.0,250.0,3.0,3.0,34.0,0.0,2.0,2.0,2.0,3.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T11:28:20.709001
2.0,15.0,4.0,2.0,5734.0,3.0,3.0,52.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:28:40.709001
2.0,10.0,4.0,8.0,2016.0,3.0,0.0,60.0,0.0,3.0,2.0,0.0,3.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T11:29:00.709001
3.0,33.0,4.0,0.0,8028.0,2.0,2.0,36.0,1.0,5.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,2022-03-05T11:29:20.709001
3.0,33.0,4.0,4.0,6446.0,0.0,0.0,50.0,0.0,4.0,2.0,0.0,4.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T11:29:40.709001
3.0,8.0,4.0,8.0,1420.0,0.0,0.0,35.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2022-03-05T11:30:00.709001
0.0,46.0,1.0,0.0,3924.0,0.0,0.0,57.0,0.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:30:20.709001
2.0,32.0,1.0,7.0,1515.0,2.0,2.0,60.0,1.0,4.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T11:30:40.709001
3.0,38.0,1.0,0.0,5308.0,0.0,1.0,41.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:31:00.709001
3.0,35.0,4.0,7.0,4795.0,1.0,1.0,25.0,1.0,4.0,2.0,0.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2022-03-05T11:31:20.709001
2.0,31.0,1.0,9.0,1997.0,3.0,0.0,22.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2022-03-05T11:31:40.709001
0.0,4.0,0.0,0.0,250.0,3.0,0.0,45.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:32:00.709001
2.0,20.0,4.0,7.0,1155.0,2.0,0.0,52.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T11:32:20.709001
2.0,12.0,1.0,5.0,620.0,1.0,3.0,30.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:32:40.709001
0.0,16.0,1.0,2.0,1387.0,3.0,3.0,49.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:33:00.709001
3.0,36.0,4.0,6.0,2992.0,4.0,2.0,39.0,1.0,4.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:33:20.709001
3.0,8.0,1.0,3.0,6602.0,3.0,4.0,27.0,1.0,3.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2022-03-05T11:33:40.709001
0.0,9.0,2.0,2.0,250.0,3.0,4.0,28.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:34:00.709001
0.0,32.0,1.0,3.0,3706.0,2.0,0.0,45.0,0.0,4.0,2.0,0.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,2022-03-05T11:34:20.709001
0.0,18.0,1.0,0.0,3301.0,3.0,0.0,41.0,1.0,2.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2022-03-05T11:34:40.709001
3.0,53.0,3.0,4.0,10148.0,2.0,2.0,37.0,1.0,6.0,0.0,3.0,5.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,2022-03-05T11:35:00.709001
3.0,32.0,4.0,7.0,3581.0,1.0,1.0,44.0,0.0,4.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:35:20.709001
0.0,12.0,4.0,9.0,5715.0,3.0,3.0,47.0,1.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T11:35:40.709001
1.0,27.0,1.0,5.0,4650.0,3.0,0.0,28.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:36:00.709001
2.0,15.0,4.0,5.0,250.0,3.0,0.0,45.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2022-03-05T11:36:20.709001
3.0,28.0,4.0,4.0,6235.0,1.0,2.0,42.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:36:40.709001
3.0,35.0,3.0,0.0,7138.0,1.0,2.0,54.0,1.0,5.0,0.0,3.0,4.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-05T11:37:00.709001
3.0,33.0,0.0,5.0,3810.0,0.0,3.0,24.0,0.0,2.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2022-03-05T11:37:20.709001
2.0,13.0,0.0,10.0,2317.0,3.0,3.0,47.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:37:40.709001
0.0,15.0,4.0,5.0,250.0,1.0,1.0,27.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2022-03-05T11:38:00.709001
0.0,16.0,4.0,2.0,5551.0,0.0,0.0,52.0,1.0,3.0,2.0,0.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2022-03-05T11:38:20.709001
3.0,34.0,4.0,5.0,6063.0,4.0,0.0,22.0,1.0,4.0,2.0,0.0,5.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2022-03-05T11:38:40.709001
0.0,7.0,1.0,2.0,250.0,3.0,3.0,48.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:39:00.709001
3.0,28.0,3.0,3.0,4904.0,1.0,0.0,57.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2022-03-05T11:39:20.709001
0.0,6.0,0.0,3.0,3115.0,3.0,0.0,37.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:39:40.709001
0.0,7.0,0.0,2.0,250.0,3.0,3.0,43.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:40:00.709001
0.0,19.0,1.0,3.0,1897.0,0.0,4.0,27.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:40:20.709001
3.0,38.0,3.0,6.0,6086.0,4.0,2.0,52.0,0.0,4.0,0.0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2022-03-05T11:40:40.709001
3.0,31.0,4.0,10.0,2673.0,1.0,0.0,53.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,2022-03-05T11:41:00.709001
3.0,14.0,0.0,2.0,1525.0,1.0,1.0,25.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:41:20.709001
2.0,17.0,1.0,5.0,1017.0,3.0,3.0,42.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:41:40.709001
3.0,14.0,3.0,0.0,1680.0,0.0,2.0,39.0,1.0,4.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-05T11:42:00.709001
0.0,23.0,1.0,9.0,3387.0,3.0,3.0,55.0,0.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:42:20.709001
2.0,17.0,1.0,3.0,250.0,3.0,1.0,28.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:42:40.709001
2.0,6.0,0.0,3.0,250.0,3.0,0.0,40.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:43:00.709001
2.0,14.0,0.0,0.0,1431.0,3.0,4.0,39.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:43:20.709001
2.0,11.0,0.0,5.0,2016.0,3.0,3.0,38.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2022-03-05T11:43:40.709001
3.0,24.0,4.0,7.0,4393.0,0.0,3.0,40.0,0.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-05T11:44:00.709001
1.0,10.0,1.0,5.0,1668.0,3.0,3.0,43.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:44:20.709001
0.0,29.0,1.0,7.0,5536.0,3.0,1.0,61.0,0.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T11:44:40.709001
3.0,37.0,4.0,6.0,5843.0,4.0,2.0,42.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2022-03-05T11:45:00.709001
3.0,35.0,3.0,0.0,6996.0,4.0,2.0,43.0,1.0,5.0,0.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2022-03-05T11:45:20.709001
3.0,35.0,4.0,5.0,5222.0,4.0,2.0,32.0,1.0,4.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-05T11:45:40.709001
3.0,25.0,1.0,3.0,2056.0,1.0,1.0,58.0,1.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:46:00.709001
3.0,8.0,1.0,10.0,4448.0,3.0,1.0,41.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2022-03-05T11:46:20.709001
3.0,8.0,1.0,5.0,463.0,2.0,1.0,57.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T11:46:40.709001
0.0,16.0,1.0,5.0,1524.0,3.0,3.0,46.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:47:00.709001
2.0,16.0,0.0,2.0,250.0,0.0,3.0,54.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:47:20.709001
3.0,41.0,3.0,9.0,6674.0,1.0,1.0,45.0,1.0,5.0,2.0,2.0,5.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,2022-03-05T11:47:40.709001
3.0,25.0,4.0,8.0,4183.0,0.0,0.0,30.0,0.0,4.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:48:00.709001
3.0,13.0,0.0,5.0,778.0,3.0,1.0,31.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:48:20.709001
3.0,50.0,3.0,0.0,7443.0,4.0,2.0,42.0,1.0,4.0,0.0,3.0,4.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2022-03-05T11:48:40.709001
0.0,25.0,3.0,5.0,1244.0,0.0,0.0,34.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T11:49:00.709001
0.0,25.0,0.0,7.0,2429.0,1.0,0.0,30.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:49:20.709001
3.0,25.0,3.0,5.0,5371.0,1.0,2.0,43.0,1.0,4.0,2.0,3.0,4.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-05T11:49:40.709001
3.0,31.0,4.0,0.0,3453.0,1.0,3.0,40.0,0.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T11:50:00.709001
3.0,35.0,4.0,8.0,5601.0,4.0,1.0,61.0,1.0,4.0,2.0,0.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T11:50:20.709001
0.0,18.0,1.0,2.0,250.0,3.0,4.0,31.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:50:40.709001
0.0,5.0,2.0,2.0,4855.0,3.0,4.0,52.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:51:00.709001
0.0,26.0,0.0,5.0,3416.0,3.0,0.0,60.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T11:51:20.709001
0.0,36.0,3.0,0.0,5495.0,4.0,2.0,58.0,1.0,5.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2022-03-05T11:51:40.709001
3.0,25.0,4.0,1.0,6453.0,2.0,2.0,35.0,1.0,4.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:52:00.709001
3.0,27.0,4.0,5.0,7158.0,0.0,2.0,38.0,1.0,5.0,2.0,0.0,3.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T11:52:20.709001
2.0,15.0,4.0,5.0,2746.0,1.0,2.0,51.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T11:52:40.709001
0.0,17.0,4.0,5.0,2292.0,0.0,0.0,36.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2022-03-05T11:53:00.709001
3.0,8.0,4.0,5.0,1073.0,4.0,1.0,39.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T11:53:20.709001
3.0,29.0,3.0,8.0,4794.0,1.0,1.0,53.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T11:53:40.709001
